Q1,Q2,Q3,Q4
11,-7385,1285,-5
-2,1542,1465,-8
18,5133,1228,-22
-6,4887,650,-15
28,4776,196,-13
27,7563,220,-19
-50,12391,777,3
-36,15340,1304,12
-46,13558,1211,2
-30,7893,479,-10
-40,2110,-599,-11
-20,-48,-1570,-4
-20,1410,-1995,-12
-11,2549,-1734,-8
1,276,-1107,-13
-8,-4388,-609,-24
-5,-7670,-594,-20
4,-7455,-872,1
5,-5607,-1092,7
-9,-5475,-1095,6
-9,-7634,-802,5
-17,-9486,-384,-2
-25,-8562,-115,-3
-29,-4376,-183,-19
-26,1477,-564,-28
-25,5992,-958,-11
-10,7204,-955,-3
-3,6273,-383,-16
-1,6027,534,-17
-4,7842,1228,-8
0,10236,1349,-3
1,10320,985,-1
0,7139,510,15
4,2623,248,14
12,-977,298,6
17,-2842,617,8
15,-3496,947,5
24,-3894,994,17
21,-4577,696,5
14,-5714,365,-2
16,-7059,306,3
10,-7634,479,-5
3,-6700,764,-13
-5,-4550,959,-18
-17,-2272,823,0
-15,-944,371,6
-22,-665,-317,5
-19,-595,-956,4
-1,266,-1191,-5
1,2301,-1080,1
4,4876,-862,16
8,6605,-772,-1
3,6527,-847,-10
-7,4968,-964,-3
-15,3301,-1029,-12
-15,2526,-946,-11
-24,2070,-722,-20
-35,594,-516,-17
-27,-2044,-442,-19
-31,-4626,-470,-15
-33,-6151,-491,-9
-17,-6281,-272,-19
-22,-5229,221,-16
-33,-3835,724,-17
-22,-2943,1009,-1
-41,-2585,1086,-6
-35,-1849,1104,-7
-6,-51,1110,-2
-2,2434,1041,-9
9,4362,1040,7
3,4830,1283,19
3,4287,1610,16
20,3794,1408,21
28,3890,111,30
18,4075,-1956,31
3,3529,-3551,31
3,2118,-3559,36
-5,388,-2245,39
-17,-1211,-580,30
-8,-2363,573,40
-13,-2817,622,37
-9,-2861,-276,19
14,-3036,-1446,24
4,-3356,-2043,30
9,-3152,-1656,21
16,-1903,-861,20
4,7,-400,14
1,1609,-464,15
3,2410,-690,23
1,2647,-607,16
14,2733,-99,-5
17,2907,796,-15
8,3133,1894,-19
17,3008,2928,-18
14,2083,3410,-11
14,352,2856,-14
12,-1534,1513,-7
9,-2738,241,3
24,-2996,-185,5
-3,-2711,295,5
-8,-2526,1364,2
-8,-2761,2473,-19
-32,-3034,2840,-25
-26,-2631,2305,-25
-30,-1450,1348,-24
-26,-35,730,-15
-23,1049,789,-8
-28,1635,1044,-11
-29,1883,805,-16
-25,2063,-99,-9
-25,2471,-1260,-19
-31,3038,-2211,-5
-23,3190,-2576,11
-13,2515,-2164,8
-4,1262,-1152,2
-4,51,-116,-1
-8,-727,314,-15
-13,-1146,-91,-15
-23,-1487,-1190,-5
-27,-1973,-2364,-7
-31,-2358,-2892,-6
-39,-2224,-2643,-8
-30,-1594,-1853,-5
-27,-717,-1136,-8
-15,183,-997,-23
-12,1001,-1254,-21
-22,1873,-1384,-15
-15,2775,-986,-15
-19,3414,-40,2
-21,3717,918,1
-5,3596,1290,-6
3,2933,969,-7
-14,1914,219,-22
-8,1014,-538,-16
-10,728,-715,-5
-11,778,-47,1
10,-830,1049,20
6,-6678,1922,6
3,-15569,2170,7
10,-21084,2000,10
8,-18089,1778,2
-3,-8760,1634,0
-10,-128,1726,-4
-17,2827,1958,-6
-21,1707,1913,-3
-10,1918,1290,3
-4,6600,259,5
6,14060,-563,-5
-3,19294,-706,-12
2,17904,-194,-4
-2,10642,542,2
-4,3578,896,26
4,1553,620,21
-6,3470,-105,4
-13,4285,-921,4
-20,207,-1489,-11
-13,-6814,-1630,-23
-19,-11015,-1415,-20
-11,-9746,-1216,-9
-11,-6140,-1346,-7
-9,-4827,-1653,-20
4,-7130,-1739,-22
18,-10359,-1389,-22
26,-10193,-722,-16
36,-5071,8,-6
31,2048,577,-18
16,6712,671,-20
9,6790,250,-21
-3,4567,-351,-6
-8,4497,-658,-7
-19,7999,-365,-12
-19,11970,250,-3
4,12488,767,-12
0,8630,1019,-14
-4,3052,1023,-12
10,-718,946,-21
-2,-1741,998,-29
3,-1844,1221,-11
7,-2791,1477,-3
6,-4936,1536,-8
-10,-7563,1207,-20
-20,-9177,592,-13
-19,-8772,-1,-16
-29,-6647,-355,-28
-13,-4157,-279,-10
-1,-2514,61,0
-9,-1756,299,7
-5,-1273,315,0
6,-565,99,-15
9,684,-281,-9
7,2567,-666,-17
6,4536,-871,-17
8,5586,-962,-19
8,5086,-1117,-11
-10,3682,-1433,12
-5,2985,-1792,-1
-1,3447,-1827,1
-10,3497,-1513,6
-10,1841,-996,-1
-5,-1054,-441,-3
7,-3658,-52,-1
14,-4841,96,-2
7,-4771,-33,-10
-8,-4397,-159,-15
-10,-4253,-31,-25
-19,-4137,296,-6
-27,-3581,678,0
