amp,freq
3,8000.0
0,8000.0
2,5333.333333333333
14,4000.0
25,5333.333333333333
17,2285.714285714286
17,5333.333333333333
25,3200.0
27,1454.5454545454545
34,5333.333333333333
40,4000.0
43,4000.0
54,1454.5454545454545
61,2666.6666666666665
51,3200.0
58,5333.333333333333
57,5333.333333333333
46,2666.6666666666665
43,8000.0
48,4000.0
51,4000.0
49,3200.0
61,2285.714285714286
43,2285.714285714286
45,3200.0
41,5333.333333333333
38,4000.0
29,2666.6666666666665
21,5333.333333333333
37,4000.0
30,1600.0
21,2666.6666666666665
19,4000.0
8,2000.0
5,2000.0
2,2000.0
7,1777.7777777777778
12,1777.7777777777778
7,1777.7777777777778
4,1777.7777777777778
8,1777.7777777777778
11,1777.7777777777778
16,1777.7777777777778
18,1777.7777777777778
31,1777.7777777777778
32,1777.7777777777778
31,1777.7777777777778
51,1777.7777777777778
56,1777.7777777777778
47,1777.7777777777778
44,1777.7777777777778
41,1777.7777777777778
46,1777.7777777777778
46,1777.7777777777778
43,1777.7777777777778
46,1777.7777777777778
52,1777.7777777777778
42,1777.7777777777778
58,1777.7777777777778
42,1777.7777777777778
40,1777.7777777777778
43,1777.7777777777778
40,1777.7777777777778
39,1777.7777777777778
36,1777.7777777777778
31,1777.7777777777778
16,1777.7777777777778
15,1777.7777777777778
6,1777.7777777777778
12,1777.7777777777778
13,1777.7777777777778
9,100.62893081761007
22,5333.333333333333
19,1454.5454545454545
22,2285.714285714286
24,4000.0
45,1333.3333333333333
55,1600.0
47,5333.333333333333
40,3200.0
45,2666.6666666666665
40,5333.333333333333
36,4000.0
37,2666.6666666666665
33,5333.333333333333
46,5333.333333333333
44,5333.333333333333
42,2285.714285714286
40,3200.0
38,4000.0
33,3200.0
28,1777.7777777777778
29,1454.5454545454545
25,5333.333333333333
22,2285.714285714286
10,2285.714285714286
9,5333.333333333333
11,3200.0
11,3200.0
5,3200.0
22,3200.0
18,3200.0
27,3200.0
27,3200.0
29,3200.0
40,3200.0
41,3200.0
59,3200.0
48,3200.0
48,3200.0
47,3200.0
43,3200.0
41,3200.0
48,3200.0
56,3200.0
45,3200.0
51,3200.0
47,3200.0
39,3200.0
34,3200.0
31,3200.0
22,3200.0
32,3200.0
31,3200.0
4,3200.0
24,3200.0
9,96.96969696969697
3,96.96969696969697
6,2666.6666666666665
17,3200.0
13,4000.0
25,2666.6666666666665
25,2285.714285714286
39,1777.7777777777778
40,5333.333333333333
48,2666.6666666666665
48,1333.3333333333333
54,5333.333333333333
51,2000.0
39,1777.7777777777778
66,1777.7777777777778
51,4000.0
64,2666.6666666666665
49,2666.6666666666665
45,4000.0
36,1333.3333333333333
34,5333.333333333333
31,2285.714285714286
30,5333.333333333333
24,4000.0
15,4000.0
20,2000.0
14,1777.7777777777778
17,1777.7777777777778
9,1777.7777777777778
16,1777.7777777777778
24,1777.7777777777778
19,1777.7777777777778
14,1777.7777777777778
17,1777.7777777777778
25,1777.7777777777778
26,1777.7777777777778
39,1777.7777777777778
37,1777.7777777777778
43,1777.7777777777778
39,1777.7777777777778
46,1777.7777777777778
60,1777.7777777777778
41,1777.7777777777778
45,1777.7777777777778
47,1777.7777777777778
43,1777.7777777777778
47,1777.7777777777778
58,1777.7777777777778
45,1777.7777777777778
58,1777.7777777777778
48,1777.7777777777778
45,1777.7777777777778
45,1777.7777777777778
46,1777.7777777777778
41,1777.7777777777778
39,1777.7777777777778
34,1777.7777777777778
22,1777.7777777777778
17,1777.7777777777778
25,1777.7777777777778
19,1777.7777777777778
10,1777.7777777777778
14,1777.7777777777778
6,96.96969696969697
3,96.96969696969697
9,2000.0
16,1454.5454545454545
24,2285.714285714286
24,2666.6666666666665
39,2285.714285714286
41,5333.333333333333
56,2666.6666666666665
55,5333.333333333333
52,5333.333333333333
46,1454.5454545454545
43,3200.0
41,3200.0
46,4000.0
61,3200.0
46,3200.0
52,4000.0
52,8000.0
44,2666.6666666666665
38,888.8888888888889
41,8000.0
29,2285.714285714286
31,8000.0
19,2000.0
9,2285.714285714286
20,2666.6666666666665
2,2666.6666666666665
2,2285.714285714286
25,2285.714285714286
7,2285.714285714286
1,1066.6666666666667
31,1066.6666666666667
34,1066.6666666666667
28,1066.6666666666667
42,1066.6666666666667
40,1066.6666666666667
54,1066.6666666666667
46,1066.6666666666667
51,1066.6666666666667
46,1066.6666666666667
46,1066.6666666666667
43,1066.6666666666667
52,1066.6666666666667
54,1066.6666666666667
53,1066.6666666666667
44,1066.6666666666667
43,1066.6666666666667
37,1066.6666666666667
37,1066.6666666666667
28,1066.6666666666667
24,1066.6666666666667
21,1066.6666666666667
17,1066.6666666666667
15,1066.6666666666667
7,1066.6666666666667
12,1066.6666666666667
7,1066.6666666666667
18,95.80838323353294
30,1777.7777777777778
35,5333.333333333333
44,2666.6666666666665
48,5333.333333333333
40,5333.333333333333
64,2285.714285714286
53,2000.0
57,5333.333333333333
47,1454.5454545454545
62,1454.5454545454545
54,842.1052631578947
54,5333.333333333333
48,2000.0
39,1230.7692307692307
23,1777.7777777777778
12,1600.0
5,2285.714285714286
12,2285.714285714286
17,2285.714285714286
18,2285.714285714286
17,2285.714285714286
17,2285.714285714286
27,2285.714285714286
19,2285.714285714286
41,2285.714285714286
37,2285.714285714286
48,2285.714285714286
53,2285.714285714286
51,2285.714285714286
50,2285.714285714286
52,2285.714285714286
40,2285.714285714286
44,2285.714285714286
45,2285.714285714286
60,2285.714285714286
41,2285.714285714286
51,2285.714285714286
48,2285.714285714286
44,2285.714285714286
44,2285.714285714286
44,2285.714285714286
39,2285.714285714286
36,2285.714285714286
34,2285.714285714286
28,2285.714285714286
19,2285.714285714286
18,2285.714285714286
13,2285.714285714286
18,2285.714285714286
8,2285.714285714286
7,2285.714285714286
13,86.48648648648648
15,2000.0
18,5333.333333333333
21,5333.333333333333
28,5333.333333333333
41,2285.714285714286
42,5333.333333333333
49,1600.0
48,1777.7777777777778
42,3200.0
45,5333.333333333333
41,5333.333333333333
35,3200.0
53,4000.0
49,1600.0
44,3200.0
38,2000.0
39,5333.333333333333
34,1454.5454545454545
23,5333.333333333333
21,2285.714285714286
11,2000.0
10,3200.0
7,3200.0
14,3200.0
8,3200.0
18,3200.0
19,3200.0
21,3200.0
12,3200.0
19,3200.0
23,3200.0
29,3200.0
33,3200.0
38,3200.0
41,3200.0
57,3200.0
63,3200.0
49,3200.0
54,3200.0
54,3200.0
48,3200.0
48,3200.0
45,3200.0
40,3200.0
59,3200.0
60,3200.0
58,3200.0
48,3200.0
55,3200.0
41,3200.0
46,3200.0
26,3200.0
27,3200.0
22,3200.0
26,3200.0
14,3200.0
3,95.23809523809524
12,95.23809523809524
4,95.23809523809524
12,1333.3333333333333
17,5333.333333333333
5,5333.333333333333
19,1454.5454545454545
8,2666.6666666666665
43,666.6666666666666
46,5333.333333333333
45,8000.0
34,2666.6666666666665
35,5333.333333333333
37,3200.0
34,1454.5454545454545
45,3200.0
33,2666.6666666666665
43,3200.0
