amp,freq
1,2666.6666666666665
1,5333.333333333333
12,8000.0
190,8000.0
11,3200.0
127,3200.0
28,4000.0
125,4000.0
5,3200.0
211,3200.0
155,3200.0
10,1777.7777777777778
38,3200.0
83,3200.0
201,3200.0
109,3200.0
19,1333.3333333333333
55,1333.3333333333333
56,4000.0
147,4000.0
11,1454.5454545454545
92,1454.5454545454545
133,1454.5454545454545
15,1454.5454545454545
174,1454.5454545454545
156,1454.5454545454545
41,1777.7777777777778
78,1777.7777777777778
21,4000.0
88,4000.0
45,4000.0
167,2000.0
128,4000.0
92,4000.0
24,2666.6666666666665
78,5333.333333333333
50,4000.0
185,2285.714285714286
161,3200.0
72,3200.0
23,4000.0
101,4000.0
66,4000.0
101,4000.0
59,4000.0
194,4000.0
139,4000.0
91,1333.3333333333333
118,4000.0
50,4000.0
68,4000.0
247,4000.0
16,3200.0
159,3200.0
210,3200.0
101,3200.0
21,1230.7692307692307
156,1230.7692307692307
51,1142.857142857143
77,4000.0
115,4000.0
58,1600.0
96,1600.0
37,4000.0
124,4000.0
24,2666.6666666666665
37,3200.0
46,3200.0
140,3200.0
112,3200.0
10,1333.3333333333333
86,1333.3333333333333
33,3200.0
57,3200.0
148,4000.0
157,3200.0
98,4000.0
111,4000.0
97,3200.0
96,3200.0
15,2285.714285714286
62,4000.0
14,3200.0
161,3200.0
135,3200.0
135,3200.0
3,1066.6666666666667
110,1066.6666666666667
13,4000.0
49,4000.0
18,5333.333333333333
196,5333.333333333333
180,5333.333333333333
12,1777.7777777777778
191,1777.7777777777778
1,3200.0
155,3200.0
202,3200.0
148,3200.0
7,1142.857142857143
42,1142.857142857143
102,4000.0
223,4000.0
15,4000.0
276,4000.0
28,4000.0
167,4000.0
9,4000.0
116,4000.0
5,3200.0
63,3200.0
19,3200.0
59,3200.0
11,2666.6666666666665
58,4000.0
35,4000.0
119,4000.0
3,5333.333333333333
76,5333.333333333333
19,4000.0
45,4000.0
150,2000.0
66,4000.0
64,4000.0
41,4000.0
46,5333.333333333333
76,4000.0
50,4000.0
76,4000.0
114,4000.0
49,2285.714285714286
71,3200.0
47,4000.0
123,4000.0
281,4000.0
197,4000.0
171,4000.0
18,842.1052631578947
113,842.1052631578947
28,4000.0
146,4000.0
2,3200.0
72,3200.0
213,3200.0
157,3200.0
165,3200.0
9,1000.0
58,1000.0
52,4000.0
165,4000.0
19,3200.0
57,3200.0
95,3200.0
42,3200.0
147,2666.6666666666665
125,4000.0
56,4000.0
10,4000.0
92,4000.0
20,4000.0
69,5333.333333333333
37,5333.333333333333
105,4000.0
94,4000.0
141,3200.0
224,4000.0
173,4000.0
1,2666.6666666666665
65,2666.6666666666665
141,2666.6666666666665
20,1600.0
86,1600.0
25,4000.0
71,4000.0
130,3200.0
66,5333.333333333333
26,5333.333333333333
109,5333.333333333333
162,5333.333333333333
207,5333.333333333333
2,1142.857142857143
48,4000.0
34,5333.333333333333
167,5333.333333333333
176,5333.333333333333
231,5333.333333333333
218,5333.333333333333
92,5333.333333333333
23,695.6521739130435
86,695.6521739130435
157,695.6521739130435
58,695.6521739130435
74,1333.3333333333333
91,1333.3333333333333
135,1333.3333333333333
26,2000.0
70,4000.0
76,4000.0
65,3200.0
152,3200.0
149,3200.0
99,2000.0
31,5333.333333333333
95,5333.333333333333
162,5333.333333333333
74,4000.0
191,4000.0
207,3200.0
111,3200.0
93,1333.3333333333333
77,5333.333333333333
67,5333.333333333333
13,4000.0
79,4000.0
2,4000.0
47,4000.0
26,4000.0
49,4000.0
23,5333.333333333333
62,5333.333333333333
3,4000.0
111,4000.0
191,4000.0
177,4000.0
113,4000.0
17,1000.0
177,1000.0
224,1000.0
100,1000.0
28,1000.0
121,1000.0
166,1000.0
156,1000.0
188,1000.0
213,1000.0
13,842.1052631578947
137,842.1052631578947
1,3200.0
81,3200.0
115,4000.0
75,4000.0
259,4000.0
133,4000.0
106,4000.0
91,4000.0
157,4000.0
99,4000.0
82,4000.0
77,4000.0
115,533.3333333333334
77,5333.333333333333
111,5333.333333333333
51,5333.333333333333
12,1600.0
31,2666.6666666666665
64,5333.333333333333
82,5333.333333333333
2,2666.6666666666665
162,2666.6666666666665
165,2666.6666666666665
86,2000.0
57,4000.0
73,4000.0
151,4000.0
90,4000.0
12,2000.0
196,2000.0
134,2000.0
87,2000.0
151,2000.0
134,2000.0
38,695.6521739130435
5,5333.333333333333
98,5333.333333333333
138,5333.333333333333
40,1454.5454545454545
58,1454.5454545454545
89,4000.0
65,4000.0
76,4000.0
67,4000.0
96,4000.0
70,4000.0
191,4000.0
95,2000.0
121,8000.0
151,3200.0
63,4000.0
100,4000.0
48,5333.333333333333
8,4000.0
70,4000.0
70,4000.0
74,4000.0
148,5333.333333333333
175,4000.0
42,4000.0
97,4000.0
116,4000.0
18,2000.0
125,5333.333333333333
50,5333.333333333333
23,4000.0
96,4000.0
132,3200.0
171,5333.333333333333
12,4000.0
110,4000.0
103,3200.0
58,3200.0
19,3200.0
50,3200.0
91,3200.0
158,3200.0
76,1230.7692307692307
69,1230.7692307692307
6,3200.0
151,3200.0
212,3200.0
121,3200.0
88,3200.0
24,761.9047619047619
38,761.9047619047619
36,5333.333333333333
86,5333.333333333333
143,4000.0
109,4000.0
30,4000.0
144,4000.0
96,4000.0
133,4000.0
1,1230.7692307692307
117,1230.7692307692307
131,1230.7692307692307
14,1777.7777777777778
85,1777.7777777777778
109,1777.7777777777778
12,2000.0
160,2000.0
186,2000.0
168,2000.0
29,1230.7692307692307
130,1230.7692307692307
10,3200.0
164,3200.0
29,1777.7777777777778
153,1777.7777777777778
93,1777.7777777777778
7,1777.7777777777778
51,1777.7777777777778
49,4000.0
64,4000.0
105,4000.0
66,1333.3333333333333
76,8000.0
132,8000.0
4,3200.0
117,3200.0
100,3200.0
27,2000.0
55,2000.0
10,5333.333333333333
141,4000.0
19,4000.0
77,4000.0
94,3200.0
93,5333.333333333333
68,5333.333333333333
34,3200.0
69,3200.0
70,4000.0
56,4000.0
33,5333.333333333333
49,5333.333333333333
97,4000.0
194,4000.0
95,4000.0
97,4000.0
28,3200.0
114,3200.0
92,3200.0
64,2000.0
125,2000.0
48,3200.0
83,3200.0
4,4000.0
74,4000.0
31,4000.0
20,3200.0
66,3200.0
57,4000.0
7,4000.0
140,4000.0
43,1600.0
57,5333.333333333333
207,5333.333333333333
225,5333.333333333333
198,5333.333333333333
32,1000.0
143,1000.0
119,1000.0
10,2285.714285714286
140,2285.714285714286
131,2285.714285714286
77,2285.714285714286
102,1333.3333333333333
51,3200.0
81,3200.0
186,3200.0
109,3200.0
32,1142.857142857143
102,1142.857142857143
138,1142.857142857143
86,1142.857142857143
0,1333.3333333333333
76,1333.3333333333333
31,4000.0
52,4000.0
54,4000.0
78,4000.0
26,4000.0
152,4000.0
68,4000.0
80,5333.333333333333
22,5333.333333333333
50,5333.333333333333
74,2285.714285714286
110,4000.0
105,4000.0
114,4000.0
7,2666.6666666666665
81,2666.6666666666665
104,4000.0
194,4000.0
59,4000.0
85,4000.0
155,4000.0
73,4000.0
70,888.8888888888889
111,5333.333333333333
109,3200.0
49,3200.0
21,4000.0
86,4000.0
105,4000.0
34,2285.714285714286
106,2285.714285714286
22,3200.0
72,3200.0
9,4000.0
182,4000.0
143,4000.0
44,1600.0
79,1600.0
9,4000.0
45,4000.0
20,5333.333333333333
88,5333.333333333333
84,5333.333333333333
17,1777.7777777777778
131,4000.0
98,4000.0
62,4000.0
3,4000.0
33,4000.0
27,4000.0
199,5333.333333333333
176,4000.0
94,4000.0
16,5333.333333333333
126,5333.333333333333
11,3200.0
67,3200.0
13,4000.0
143,4000.0
185,4000.0
115,4000.0
49,1142.857142857143
146,3200.0
53,3200.0
126,3200.0
166,3200.0
14,1230.7692307692307
195,1230.7692307692307
149,1230.7692307692307
4,1142.857142857143
164,1142.857142857143
218,1142.857142857143
13,2000.0
94,2000.0
9,4000.0
180,4000.0
181,4000.0
87,4000.0
113,1142.857142857143
48,1142.857142857143
28,4000.0
145,4000.0
127,4000.0
15,2000.0
52,2000.0
20,5333.333333333333
32,4000.0
38,4000.0
38,5333.333333333333
180,5333.333333333333
104,5333.333333333333
115,5333.333333333333
119,5333.333333333333
7,761.9047619047619
48,5333.333333333333
81,5333.333333333333
64,4000.0
72,4000.0
194,4000.0
109,4000.0
92,4000.0
58,4000.0
86,3200.0
71,3200.0
122,5333.333333333333
62,5333.333333333333
120,3200.0
111,3200.0
66,4000.0
116,4000.0
16,4000.0
