amp,freq
308,4000.0
182,8000.0
218,8000.0
134,16000.0
185,8000.0
142,16000.0
153,16000.0
54,8000.0
98,16000.0
9,8000.0
44,16000.0
43,16000.0
72,16000.0
22,8000.0
68,8000.0
22,5333.333333333333
31,8000.0
22,16000.0
38,16000.0
13,16000.0
319,8000.0
279,8000.0
304,16000.0
250,16000.0
266,16000.0
139,4000.0
323,4000.0
196,8000.0
197,16000.0
126,8000.0
214,5333.333333333333
158,8000.0
225,8000.0
191,16000.0
416,5333.333333333333
91,3200.0
276,5333.333333333333
207,8000.0
328,5333.333333333333
291,16000.0
406,5333.333333333333
218,4000.0
265,16000.0
134,8000.0
322,5333.333333333333
269,4000.0
286,16000.0
259,8000.0
331,8000.0
179,8000.0
468,2285.714285714286
431,16000.0
454,16000.0
320,8000.0
397,8000.0
389,16000.0
405,16000.0
300,8000.0
348,8000.0
314,8000.0
401,5333.333333333333
389,16000.0
513,4000.0
404,8000.0
567,8000.0
238,1777.7777777777778
329,16000.0
327,16000.0
385,8000.0
317,8000.0
437,4000.0
371,16000.0
572,8000.0
310,3200.0
535,5333.333333333333
507,8000.0
544,8000.0
341,3200.0
392,16000.0
369,16000.0
554,4000.0
356,5333.333333333333
541,5333.333333333333
425,8000.0
616,2666.6666666666665
407,4000.0
439,8000.0
417,16000.0
498,8000.0
425,8000.0
439,16000.0
396,16000.0
419,8000.0
416,16000.0
417,16000.0
354,16000.0
422,8000.0
362,5333.333333333333
432,8000.0
284,16000.0
420,8000.0
284,4000.0
370,16000.0
304,8000.0
428,5333.333333333333
391,8000.0
450,16000.0
336,8000.0
426,16000.0
321,8000.0
380,16000.0
377,16000.0
427,16000.0
268,8000.0
415,8000.0
264,8000.0
379,8000.0
367,16000.0
414,8000.0
189,5333.333333333333
360,2666.6666666666665
188,5333.333333333333
275,8000.0
156,16000.0
338,8000.0
171,8000.0
378,2666.6666666666665
237,3200.0
349,8000.0
288,4000.0
300,16000.0
183,8000.0
266,8000.0
240,8000.0
341,8000.0
227,8000.0
289,5333.333333333333
287,16000.0
359,8000.0
323,16000.0
365,16000.0
341,8000.0
425,5333.333333333333
275,5333.333333333333
293,16000.0
270,16000.0
292,16000.0
219,8000.0
271,5333.333333333333
235,16000.0
245,16000.0
186,8000.0
296,8000.0
78,8000.0
121,16000.0
89,16000.0
199,3200.0
141,8000.0
149,16000.0
96,8000.0
166,8000.0
135,8000.0
375,8000.0
220,8000.0
260,16000.0
151,8000.0
239,16000.0
145,5333.333333333333
330,5333.333333333333
115,3200.0
147,16000.0
120,8000.0
138,16000.0
104,16000.0
139,8000.0
33,8000.0
81,5333.333333333333
144,8000.0
