Q1,Q2,Q3,Q4
271,-6612,-362,344
461,-10900,-312,370
400,-12488,-225,339
406,-13295,-154,240
406,-12891,-59,223
382,-10242,106,66
405,-7411,255,-132
404,-8042,334,6
402,-11925,368,183
406,-14403,376,229
384,-12204,363,343
366,-7174,335,339
370,-2487,288,261
395,1534,198,298
421,6156,51,248
417,11495,-108,163
424,16269,-207,171
439,19219,-227,127
436,19547,-188,-17
444,16716,-127,-150
455,10862,-70,-83
467,3318,8,-18
490,-3895,129,-209
485,-8968,256,-264
468,-11080,342,44
466,-11127,394,304
452,-10942,459,204
453,-11270,521,-34
476,-11179,523,-205
467,-9775,489,-371
464,-7635,474,-466
482,-6044,485,-359
475,-5333,510,-155
458,-4581,550,-63
445,-2705,580,161
428,488,607,415
402,4416,629,-16
386,8740,633,-636
404,13125,641,-533
408,16124,659,-103
385,15957,669,127
403,12564,626,117
419,7830,549,-66
404,3352,473,-121
399,-962,339,38
390,-5603,170,158
386,-9865,34,100
386,-12313,-80,-177
387,-12448,-200,-492
401,-10966,-344,-671
398,-8801,-477,-651
382,-6557,-523,-266
375,-4610,-511,133
377,-3266,-478,155
367,-2486,-411,133
361,-1706,-339,96
382,-182,-261,-221
390,2255,-193,-398
377,4909,-162,-273
371,7062,-145,-342
381,8711,-129,-582
398,10029,-92,-634
396,10579,-35,-288
390,9723,31,68
393,7203,111,-79
380,3349,194,-263
376,-1071,299,-167
384,-4856,408,-68
372,-5833,486,-157
350,-3470,562,-514
349,-983,604,-772
360,-137,599,-605
349,1340,575,-463
341,4034,505,-587
345,5698,386,-535
316,6072,240,-373
287,6532,100,-412
304,6785,-25,-561
311,6017,-174,-672
311,5173,-335,-559
321,5454,-472,-286
308,6441,-560,-186
301,7056,-616,-333
296,6676,-642,-486
289,5194,-615,-578
293,3159,-580,-580
294,1559,-557,-429
314,717,-581,-541
332,47,-656,-903
334,-392,-743,-963
339,221,-908,-756
334,1642,-1137,-580
333,2993,-1356,-487
348,4220,-1578,-385
339,5284,-1769,-371
320,5413,-1894,-549
326,4179,-1939,-733
330,2142,-1901,-841
331,49,-1810,-843
341,-1726,-1681,-790
332,-2884,-1507,-730
327,-3357,-1306,-580
321,-3899,-1124,-490
301,-5006,-955,-561
309,-5682,-803,-595
330,-5494,-733,-501
336,-5689,-693,-510
313,-6435,-659,-650
291,-6836,-695,-650
294,-7728,-749,-529
277,-9778,-793,-533
289,-11400,-824,-823
296,-12184,-812,-1130
249,-13259,-810,-1135
262,-14081,-803,-1072
282,-14085,-754,-1008
274,-14211,-697,-802
295,-14258,-602,-678
290,-13300,-485,-770
292,-12213,-383,-865
309,-11328,-247,-828
297,-7867,-90,-808
299,1191,15,-957
302,13936,125,-1072
291,22769,256,-1002
287,22425,338,-945
288,16604,439,-995
309,12132,570,-1046
312,9854,679,-1040
271,5852,791,-1043
265,-1123,867,-991
283,-7633,942,-816
274,-10746,1083,-692
286,-11715,1241,-718
288,-12362,1368,-830
266,-11744,1454,-925
288,-9060,1527,-1016
298,-6944,1584,-1248
276,-8606,1601,-1505
284,-12773,1613,-1378
295,-14664,1610,-1029
302,-11929,1604,-919
312,-6961,1639,-846
312,-2470,1685,-738
302,1774,1729,-829
309,6697,1754,-1002
330,11708,1747,-1129
323,15587,1768,-1164
319,17521,1827,-1200
308,16927,1862,-1362
284,13506,1857,-1420
301,7677,1826,-1310
301,797,1813,-1220
295,-5119,1800,-1152
318,-8514,1737,-1109
294,-9486,1684,-1084
272,-9431,1643,-1030
282,-9569,1568,-1013
278,-10010,1477,-1123
290,-10160,1385,-1267
280,-9642,1319,-1208
248,-8751,1257,-1063
252,-8055,1172,-1153
252,-7371,1090,-1375
246,-5943,1042,-1448
256,-3256,1022,-1385
228,719,989,-1337
201,5345,931,-1334
215,9781,867,-1299
222,13331,775,-1208
219,14912,664,-1198
215,13571,601,-1292
203,9840,550,-1359
208,5339,489,-1416
223,1113,485,-1584
230,-2755,517,-1822
221,-6262,541,-1912
210,-8886,577,-1846
215,-10012,649,-1701
207,-9623,754,-1509
208,-8387,878,-1331
227,-7258,996,-1129
215,-6722,1067,-1074
195,-6530,1108,-1240
189,-6226,1142,-1352
193,-5537,1151,-1433
211,-4282,1128,-1621
230,-2055,1074,-1726
236,1252,1003,-1697
229,4864,910,-1692
209,7815,770,-1656
199,9677,628,-1572
214,10466,548,-1491
229,10075,514,-1407
231,8268,516,-1352
224,4870,585,-1320
219,339,703,-1366
215,-3548,814,-1465
212,-4996,899,-1510
223,-3227,995,-1591
220,66,1085,-1766
216,1630,1144,-1872
216,1929,1202,-1730
190,3159,1263,-1459
186,4076,1322,-1291
212,3397,1381,-1257
222,2909,1456,-1265
223,3488,1573,-1202
