Q1,Q2,Q3,Q4
230,230,230,230
355,355,355,355
349,349,349,349
431,431,431,431
495,495,495,495
568,568,568,568
525,525,525,525
358,358,358,358
360,360,360,360
493,493,493,493
472,472,472,472
405,405,405,405
514,514,514,514
571,571,571,571
576,576,576,576
619,619,619,619
578,578,578,578
570,570,570,570
571,571,571,571
602,602,602,602
770,770,770,770
808,808,808,808
759,759,759,759
850,850,850,850
877,877,877,877
755,755,755,755
667,667,667,667
610,610,610,610
491,491,491,491
414,414,414,414
398,398,398,398
345,345,345,345
365,365,365,365
428,428,428,428
395,395,395,395
373,373,373,373
430,430,430,430
477,477,477,477
400,400,400,400
402,402,402,402
457,457,457,457
218,218,218,218
222,222,222,222
570,570,570,570
448,448,448,448
240,240,240,240
492,492,492,492
588,588,588,588
504,504,504,504
740,740,740,740
908,908,908,908
729,729,729,729
664,664,664,664
774,774,774,774
686,686,686,686
511,511,511,511
536,536,536,536
539,539,539,539
478,478,478,478
518,518,518,518
485,485,485,485
534,534,534,534
761,761,761,761
723,723,723,723
617,617,617,617
664,664,664,664
575,575,575,575
643,643,643,643
870,870,870,870
849,849,849,849
791,791,791,791
907,907,907,907
993,993,993,993
959,959,959,959
947,947,947,947
895,895,895,895
757,757,757,757
715,715,715,715
839,839,839,839
980,980,980,980
1071,1071,1071,1071
1223,1223,1223,1223
1253,1253,1253,1253
1091,1091,1091,1091
1063,1063,1063,1063
1151,1151,1151,1151
1119,1119,1119,1119
1025,1025,1025,1025
969,969,969,969
905,905,905,905
876,876,876,876
901,901,901,901
865,865,865,865
801,801,801,801
827,827,827,827
892,892,892,892
909,909,909,909
882,882,882,882
866,866,866,866
961,961,961,961
1028,1028,1028,1028
994,994,994,994
1137,1137,1137,1137
1212,1212,1212,1212
943,943,943,943
809,809,809,809
819,819,819,819
663,663,663,663
613,613,613,613
709,709,709,709
750,750,750,750
779,779,779,779
774,774,774,774
830,830,830,830
968,968,968,968
953,953,953,953
921,921,921,921
978,978,978,978
880,880,880,880
766,766,766,766
824,824,824,824
862,862,862,862
862,862,862,862
884,884,884,884
876,876,876,876
931,931,931,931
1023,1023,1023,1023
1091,1091,1091,1091
1091,1091,1091,1091
938,938,938,938
888,888,888,888
1002,1002,1002,1002
1021,1021,1021,1021
966,966,966,966
