Q1,Q2,Q3,Q4
-2,1464,-2178,134
2,1505,-2515,29
-2,1505,-2622,-51
3,1529,-2392,-46
-6,1568,-2091,111
23,1512,-1818,121
71,1388,-1577,-59
63,1315,-1304,68
68,1170,-1004,91
65,949,-703,104
66,833,-379,96
66,667,-66,91
66,556,318,84
66,450,573,55
66,369,701,111
66,287,918,179
66,258,1223,266
66,227,1543,155
66,186,1764,130
66,206,1863,93
66,226,1917,-29
66,338,1822,-128
66,508,1778,-29
67,596,1723,7
66,589,1504,-70
66,608,1366,24
66,724,1187,29
66,816,989,-14
65,904,873,49
67,992,800,64
65,1064,481,110
66,1174,87,101
66,1266,-158,11
66,1341,-381,40
66,1326,-406,75
65,1274,-549,57
65,1162,-800,113
66,1011,-941,135
66,902,-1038,95
65,729,-1014,12
65,459,-910,40
66,271,-871,108
67,16,-806,159
66,-265,-712,117
66,-525,-631,62
66,-722,-553,130
66,-930,-429,67
66,-1071,-337,136
66,-1292,-308,1
66,-1518,-220,-57
66,-1650,-188,95
65,-1826,-129,97
67,-1866,12,11
66,-1989,171,25
66,-1907,209,28
65,-1840,174,-7
65,-1802,75,-4
66,-1709,-42,63
65,-1676,-35,212
65,-1553,-44,148
66,-1398,-69,128
65,-1173,-67,138
66,-1005,-164,87
66,-717,-268,64
66,-459,-458,40
65,-244,-662,110
66,89,-736,53
66,337,-676,-3
66,587,-592,46
66,794,-676,-79
66,1065,-734,2
67,1263,-786,76
65,1367,-861,58
65,1452,-914,73
66,1442,-955,57
66,1388,-856,111
66,1316,-676,55
67,1245,-536,-48
66,1115,-323,-72
65,924,-243,-35
66,656,-136,-129
66,482,2,-214
66,370,216,-133
66,251,433,0
66,129,451,122
66,-61,596,112
66,-306,662,59
66,-532,820,73
66,-746,987,24
66,-883,980,-25
67,-1030,915,-173
66,-1125,905,-202
65,-1111,958,-116
65,-1065,908,-17
67,-1009,979,-39
65,-945,1032,-139
66,-833,945,-61
65,-788,874,-139
66,-687,747,55
67,-546,641,-2
66,-442,534,38
67,-388,364,12
66,-297,217,-173
65,-131,127,-78
67,62,56,-92
65,270,-136,-37
66,521,-393,-175
66,727,-538,93
66,840,-516,179
66,963,-540,112
66,913,-579,129
65,829,-617,-40
65,748,-702,-50
66,638,-802,-125
66,538,-842,-80
67,277,-870,-125
66,112,-719,-236
66,2,-482,-83
66,-115,-392,-153
65,-176,-282,-163
66,-309,-33,-187
66,-439,179,-80
66,-569,285,125
66,-703,453,88
66,-727,682,57
65,-727,1034,213
65,-703,1216,437
66,-655,1369,275
66,-726,1529,339
66,-722,1755,72
66,-727,1659,-72
66,-722,1564,38
65,-646,1508,80
