Q1,Q2,Q3,Q4
-1,47,-288,-712
0,53,-286,-572
5,59,-275,-660
1,63,-272,-671
1,67,-254,-472
13,73,-240,-193
22,80,-242,-35
27,85,-248,-70
28,90,-242,-121
23,102,-234,38
18,115,-239,378
14,124,-232,698
6,136,-210,938
-2,151,-188,1161
5,162,-173,1260
13,173,-150,1059
9,186,-126,655
5,200,-98,309
1,210,-65,142
-1,222,-62,123
0,239,-73,158
-5,254,-79,112
-9,266,-95,-36
-7,277,-114,-141
-2,287,-135,-164
-3,296,-134,-216
-5,306,-125,-298
1,319,-130,-297
9,335,-108,-238
12,347,-71,-293
7,354,-57,-477
-2,359,-77,-601
-1,362,-115,-546
6,359,-117,-346
2,350,-157,-98
5,337,-200,103
15,320,-209,235
10,298,-222,321
6,275,-165,351
8,255,-355,313
13,232,-710,262
20,210,-717,288
22,189,-648,382
26,163,-760,422
27,139,-788,356
22,120,-528,270
21,95,-326,235
26,72,-432,243
22,47,-437,273
17,17,-167,305
22,-13,8,287
25,-44,-185,202
20,-73,-336,68
11,-103,-150,-90
4,-134,-109,-224
1,-161,-303,-282
2,-185,-263,-253
9,-204,-56,-204
9,-219,-52,-200
2,-237,-144,-224
-1,-247,-111,-242
0,-250,-23,-275
8,-253,-59,-358
21,-256,-145,-445
24,-257,-100,-466
16,-257,-70,-442
6,-260,-186,-430
-4,-262,-266,-413
-5,-257,-205,-347
1,-254,-190,-250
5,-255,-243,-158
6,-252,-136,-91
8,-241,37,-96
13,-225,29,-175
17,-208,-43,-238
18,-191,-16,-255
13,-170,-12,-299
8,-146,-133,-365
9,-128,-238,-355
9,-110,-260,-284
9,-89,-279,-265
15,-68,-333,-303
15,-50,-343,-329
6,-33,-195,-338
-2,-13,-32,-337
-5,4,-6,-317
-3,21,24,-309
-3,40,98,-330
-3,58,76,-337
1,77,-3,-311
0,95,-7,-307
-7,111,29,-326
-8,127,56,-293
-6,142,120,-208
-5,156,217,-149
-4,173,329,-145
-4,189,442,-151
-3,196,505,-143
10,200,537,-125
21,205,559,-97
15,206,525,-69
8,202,464,-46
2,198,442,-9
-6,192,422,38
-2,182,382,56
6,175,410,39
6,165,474,33
8,144,500,61
10,122,537,84
4,98,595,71
3,74,619,56
9,53,616,63
7,29,607,79
3,9,581,94
6,-10,558,102
16,-33,532,101
26,-54,510,107
27,-79,556,128
22,-104,631,143
13,-125,698,131
8,-146,813,124
8,-164,917,154
7,-183,867,195
10,-204,702,217
17,-215,537,228
15,-231,406,253
4,-250,297,285
-2,-259,148,303
-2,-270,-32,307
-3,-279,-144,308
-3,-286,-203,322
3,-290,-282,355
13,-286,-347,388
22,-289,-345,404
16,-268,-321,417
-1,-270,-324,457
-7,-261,-385,495
-11,-227,-526,492
-15,-270,-645,475
-11,-181,-721,478
-11,-314,-783,495
-9,-877,-802,505
-5,-1050,-781,502
-9,-910,-735,503
-12,-791,-685,514
-14,-571,-601,533
-20,-483,-506,553
-23,-500,-416,556
-22,-435,-288,557
-17,-289,-186,569
-8,-136,-139,585
-3,-39,-122,584
3,4,-117,562
4,32,-100,554
-1,69,-46,567
-6,27,26,571
-16,-51,96,562
-23,-63,197,556
-13,-13,285,559
-1,108,341,557
-1,200,382,547
-12,212,387,546
-17,226,394,549
-17,198,381,546
-23,113,299,543
-27,15,179,536
-27,-55,69,519
-27,-13,-13,507
-18,85,-100,515
-10,149,-177,531
-11,121,-221,540
-9,14,-252,556
-18,-86,-291,590
-38,-82,-370,623
-43,77,-467,639
-31,207,-557,657
-11,222,-646,675
-2,176,-747,692
-10,107,-844,715
-18,116,-906,735
-23,145,-968,751
-24,177,-1009,767
-22,215,-990,793
-24,224,-938,815
-18,273,-864,727
-8,338,-784,423
-7,412,-724,-23
-9,477,-667,-409
-9,499,-610,-645
-12,545,-578,-802
-18,621,-544,-898
-21,716,-504,-862
-10,794,-474,-722
-5,832,-436,-616
-10,868,-397,-620
-9,884,-365,-680
-10,899,-312,-695
-12,933,-238,-637
-9,975,-181,-562
-8,1047,-150,-527
-13,1103,-140,-537
-21,1126,-149,-538
-26,1139,-178,-513
-26,1144,-220,-492
-23,1198,-262,-455
-26,1283,-299,-340
-35,1357,-326,-149
-39,1394,-358,24
-39,1379,-383,98
-40,1376,-380,79
-41,1402,-378,8
-42,1432,-366,-77
-42,1386,-333,-132
-40,1223,-314,-163
-36,1056,-296,-188
-32,931,-316,-177
-26,830,-341,-140
-21,701,-299,-138
-24,500,-273,-192
-26,289,-259,-244
-23,114,-201,-243
-17,1,-116,-215
-15,-85,-27,-205
-21,-200,39,-224
-22,-315,134,-275
-22,-413,250,-344
-27,-455,311,-418
-29,-451,334,-495
-32,-478,363,-549
-37,-548,391,-539
-37,-619,404,-474
-36,-617,436,-402
-30,-606,492,-363
-27,-619,520,-356
-32,-538,541,-356
-35,-449,598,-358
-39,-431,634,-365
-40,-385,622,-364
-34,-280,619,-348
-28,-154,623,-317
-27,-7,598,-292
-30,163,554,-285
-31,304,538,-301
-29,383,554,-322
-30,436,572,-308
-37,519,590,-267
-46,628,626,-228
-46,675,670,-202
-35,676,708,-198
-24,705,772,-212
-21,736,841,-249
-21,732,860,-306
-21,728,883,-357
-20,748,952,-382
-22,729,1008,-380
-25,667,1018,-368
-22,643,1050,-360
-17,655,1135,-374
-22,646,1229,-421
