Q1,Q2,Q3,Q4
217,186,7956,981
381,706,7632,1215
305,-97,7609,1169
304,-310,8051,1169
328,1049,7825,1343
320,1009,7531,1205
299,-596,7809,1008
210,289,7775,1157
217,1084,7711,1323
289,-202,8229,1195
272,-713,8407,1106
229,56,8022,1186
223,565,7919,960
279,-323,8273,664
276,-209,8362,820
238,503,7588,950
313,-261,6693,772
239,90,6361,740
110,1146,6332,843
203,866,6209,749
202,-36,5037,511
102,-121,3415,478
106,441,3309,698
142,-101,3670,658
207,-334,2715,499
309,669,1821,770
385,773,1942,1022
358,-19,1557,937
288,296,291,917
272,1124,-634,1018
250,647,-1119,1108
273,23,-1669,1061
317,-76,-2092,970
209,-92,-2527,1189
201,-179,-3212,1226
346,156,-3792,924
437,493,-4174,1083
494,-59,-4331,1352
392,419,-4396,1164
274,239,-4442,1075
233,-758,-4177,1198
208,236,-4131,1181
272,463,-4460,1165
240,-748,-4474,1301
188,-610,-4337,1444
243,380,-4234,1413
313,-456,-3947,1314
496,-1063,-3609,1406
693,865,-3288,1511
732,1025,-3126,1357
674,-135,-3238,1295
680,842,-3251,1469
742,905,-2974,1388
667,-2,-2559,1229
635,446,-2153,1384
728,459,-1905,1380
691,-174,-1807,1256
708,164,-1756,1420
794,580,-1640,1470
696,-320,-1360,1328
632,-69,-1158,1242
634,861,-1140,1230
510,92,-933,1391
481,-372,-715,1489
632,-224,-723,1353
634,206,-584,1293
530,292,-338,1382
622,-66,-148,1297
674,-526,38,1193
515,-674,103,1427
420,720,59,1636
392,-50,-50,1550
356,-1451,-209,1530
366,-316,-389,1624
458,238,-777,1474
532,472,-1444,1315
374,-175,-2048,1462
296,-198,-2492,1464
445,362,-2979,1318
500,-618,-3227,1383
658,-332,-3186,1429
842,-445,-3334,1482
758,-457,-3641,1564
815,131,-3920,1517
947,-696,-4204,1546
728,-342,-4502,1470
651,684,-4750,1268
821,637,-4857,1411
643,-13,-5049,1706
485,418,-5484,1649
578,734,-5904,1362
434,-735,-6199,1218
415,-301,-6409,1103
620,681,-6411,942
528,-36,-6308,991
571,621,-6253,1200
775,969,-6073,1317
617,-123,-5951,1284
580,-217,-6063,1205
733,115,-5954,1150
657,465,-5667,1108
590,391,-5661,1085
624,168,-5609,1162
670,299,-5146,1303
753,301,-4816,1362
832,717,-4784,1350
819,-177,-4415,1245
807,-50,-3936,1091
903,1405,-3873,1040
765,271,-3660,979
516,-168,-3014,887
520,126,-2613,891
485,-319,-2496,939
454,-245,-1950,1081
562,246,-1177,1263
534,591,-809,1346
516,-50,-381,1367
660,339,447,1295
657,395,981,1307
468,-234,1253,1515
414,550,1909,1535
512,539,2464,1375
503,203,2621,1495
515,252,3037,1587
662,895,3511,1281
664,1195,3597,1223
551,-58,3846,1580
556,255,4471,1554
695,625,4887,1225
744,256,5047,1309
612,920,5307,1411
715,480,5579,1129
838,176,5670,1062
594,440,5817,1262
595,289,6245,1310
894,599,6484,1254
908,100,6592,1270
790,231,6905,1259
777,865,6934,1104
734,254,6891,1053
815,368,6962,1224
965,437,6749,1317
962,982,6609,1307
1004,1017,6567,1489
942,-220,6571,1612
761,682,6770,1359
823,722,6782,1195
783,-170,6796,1393
521,206,6840,1539
487,431,6715,1586
551,673,6889,1786
594,67,7140,1733
661,-217,7312,1446
594,439,7633,1554
581,941,7730,1598
666,523,7772,1347
762,-372,7911,1378
920,794,7935,1486
905,1057,8033,1263
833,-437,8099,1151
879,521,8198,1428
761,1210,8386,433
580,-132,8446,-2905
577,10,8548,-5694
611,939,8527,-3874
622,478,8424,71
649,-238,8511,16
605,-72,8628,-1152
522,122,8778,549
515,9,8714,366
528,139,8548,-1878
482,160,8491,-516
415,231,7916,2290
345,244,7234,2198
259,317,6875,2026
277,1102,6128,2795
385,917,5196,1649
471,12,4606,480
493,378,4134,1441
383,593,3371,2022
254,-349,2638,1776
197,-209,2212,2260
391,835,1363,2637
680,148,440,2132
497,-317,49,1643
233,466,-514,1420
288,250,-1323,1002
374,6,-1760,1169
442,13,-1989,2042
513,-279,-2659,1927
602,-109,-3539,-116
652,173,-4007,-3170
592,-157,-4230,-5197
534,-397,-4490,-4484
515,440,-4666,-2523
578,583,-4743,-1970
649,8,-4913,-1575
554,603,-5069,-706
485,707,-5050,-1483
488,-82,-4959,-2830
364,-74,-4847,-2144
324,593,-4609,-234
395,438,-4234,1001
277,-453,-3922,1718
221,-156,-3733,1778
250,388,-3484,769
85,14,-3077,249
127,-294,-2748,700
320,-255,-2671,950
207,38,-2369,1368
82,112,-1830,2360
147,-53,-1746,2770
189,-168,-1833,2202
257,-148,-1625,1506
425,-44,-1536,1009
424,-401,-1482,782
298,-392,-1141,1084
221,30,-877,1512
124,-332,-781,1614
174,-379,-617,1351
251,125,-373,846
186,-161,-121,600
239,-545,-18,507
323,-266,-4,184
314,-124,62,280
334,-249,-36,900
322,-289,-160,1140
267,-330,1,793
319,-243,115,287
421,-110,-8,63
431,-192,-276,355
420,-472,-727,509
418,-374,-1141,41
363,-112,-1523,61
311,-391,-1976,936
294,-444,-2190,1084
267,-387,-2331,116
280,-452,-2793,-239
308,-325,-3336,285
232,-633,-3731,89
155,-694,-4093,-178
141,-260,-4446,1019
130,-304,-4722,1634
184,-534,-4983,383
269,-251,-5348,188
350,-229,-5727,1400
499,-974,-5950,1166
586,-547,-6066,228
557,162,-6304,965
601,-398,-6522,1623
685,-89,-6436,691
700,198,-6526,828
618,-520,-6929,2033
502,-510,-6968,1478
481,-257,-6816,649
413,-367,-6930,1416
331,-341,-6936,1491
358,-11,-6606,598
291,31,-6370,968
127,-255,-6390,1864
-23,-96,-6135,1716
-53,-31,-5688,1168
43,-170,-5565,1191
127,-69,-5326,1704
220,-18,-4704,1813
260,79,-4145,1136
