Q1,Q2,Q3,Q4
238,4035,5963,-8788
232,416,10002,-7038
239,3712,9775,-5402
224,9860,10361,-5295
246,10790,14589,-6868
256,11671,18341,-6677
214,10768,14751,-5706
210,10300,9280,-7607
250,13720,5651,-9578
249,14086,3261,-9459
240,13663,4590,-8060
256,11578,4310,-6122
268,6191,2552,-5288
278,906,3156,-4818
280,-6776,1632,-3892
283,-12874,-99,-3814
287,-14957,-1240,-4697
270,-15130,-2341,-5867
269,-15199,-1467,-5674
286,-19795,-3925,-3789
305,-22102,-7132,-2820
306,-18252,-8489,-3461
279,-12582,-10534,-3581
286,-5929,-8105,-2129
290,-4148,-4480,-145
273,-3980,-2728,332
288,-1305,-541,-375
284,-698,-293,792
272,657,2515,1109
281,1583,6990,-1510
265,2196,8213,-2001
265,3725,8793,-589
262,2012,7293,1375
237,894,5982,3594
276,1377,5741,2728
300,4203,2793,2331
280,9697,2449,3307
291,11455,3792,832
282,11163,2307,-791
272,9269,422,397
284,7331,-1118,622
299,8824,776,1570
314,7423,3565,3545
305,4017,2259,4319
309,168,1265,4493
304,-5298,1119,4530
274,-8316,1145,4003
276,-11559,1281,3617
270,-13325,-427,3811
266,-11524,-505,3725
293,-11150,459,3193
283,-10785,114,3796
251,-10740,-75,4993
257,-9470,-339,5321
265,-5278,1373,6395
241,-3014,3533,7573
240,-2843,2955,7377
250,-6620,1928,7269
228,-11093,826,7292
236,-9820,497,7251
240,-7576,-1162,7536
210,-7155,-6383,7833
213,-9184,-8085,8579
236,-10488,-5906,9542
252,-6964,-5328,10858
250,-3943,-6386,12234
242,-2042,-5547,12732
241,825,-743,13729
240,3958,2398,14673
258,5696,2699,15767
260,2836,3437,13769
259,175,4431,1209
255,961,5215,-13556
234,1543,3542,-17739
253,-106,935,-11648
273,-4784,-645,-2700
281,-8120,-1417,-613
285,-8400,-1994,-1785
271,-8294,-4323,1899
285,-6920,-5235,3511
281,-5482,-4069,-724
249,-4730,-3359,-7730
240,-4865,-2356,-12448
243,-5406,-2120,-8728
251,-3434,-1801,-3505
244,-1127,-235,-1901
233,-382,513,1724
227,-739,461,7551
203,-1617,396,11429
187,-1292,1096,7973
194,-981,2067,-1249
191,80,1868,-5848
191,2233,2291,-4876
193,2925,3423,-4825
175,3049,3877,-7826
176,2992,4149,-10823
178,3775,3966,-9476
155,5409,3751,-6144
154,5523,3442,-4609
159,5657,2791,-2801
154,5725,2369,-509
146,4746,1535,-2344
131,3398,670,-8927
138,2143,198,-14444
135,3071,-28,-14468
119,4431,514,-8795
128,3967,1289,-818
129,3409,1781,5236
129,3837,2998,8369
149,5552,5183,7686
139,6438,6963,4757
121,5612,8041,4186
126,5490,8703,4932
124,6732,8934,3684
124,7641,8777,790
136,6385,8188,-644
111,5487,7876,1509
86,6665,7917,4278
97,7927,7607,5545
82,8780,6811,5857
71,8607,6444,5007
82,9867,7113,3079
67,12988,7900,-985
55,13145,8693,-5187
54,13049,9857,-6007
54,15225,10948,-5281
56,17275,11398,-4457
38,18689,11442,-3519
32,17204,11963,-1842
41,16459,12758,1620
28,18386,13440,3536
23,19466,14092,2066
18,21916,14324,-990
8,24173,14556,-3958
22,30142,15511,-5131
10,31901,16563,-5018
-16,8855,17620,-3408
-3,-20528,19197,-562
0,-32443,21906,675
-2,-28751,20909,8
12,-22865,8747,-1514
-5,-29273,-6467,-2389
-28,-32768,-13297,-3127
-8,-31803,-14026,-6141
17,-32768,-16775,-9508
14,-28807,-25482,-11736
4,-17440,-31276,-14186
5,-5506,-28666,-15715
10,10207,-22721,-13005
-4,14088,-16829,-6136
-21,9216,-11048,-1382
-24,11193,-1615,-2640
-32,17891,7737,-5815
-7,26909,10471,-6295
11,25912,10115,-5870
-11,13637,12210,-8037
-11,4307,17436,-9882
-21,2246,18573,-8039
-40,9293,12521,-4370
-32,16653,6408,-1411
-27,18491,3439,5
-24,17744,3174,1203
-10,13424,3112,1314
-4,11152,442,-2344
-23,9416,-397,-7442
-27,4366,201,-9814
-4,986,-1650,-8286
-9,-3850,-3260,-5363
-23,-13233,-4357,-4128
-9,-23921,-4078,-3405
-6,-31822,-3948,-1586
-2,-32768,-7447,-10
6,-27782,-10116,-180
-1,-19981,-11428,-1678
-7,-16739,-11499,-2669
-18,-16808,-8896,-3265
-9,-12640,-7040,-4585
-1,-3741,-4731,-5056
-15,6266,-3066,-2326
-21,11875,-2682,2193
-28,11335,931,4135
-42,9406,4217,2796
-43,7489,5365,1023
-34,4997,5358,-215
-28,3340,3582,-1891
-27,3999,3401,-3855
-30,6570,1970,-3678
-22,8098,-995,-1192
5,7318,-806,584
14,5245,-782,1267
-6,4951,-1496,2583
-19,8799,-2933,4459
-19,12400,-4510,4440
-26,11241,-2275,1536
-23,5024,-850,-857
-10,-3164,-1825,-592
-15,-8103,-2038,884
-17,-10514,-2365,2147
-24,-12748,-2624,2964
-50,-14208,-4478,4092
-53,-15850,-6572,4994
-39,-17424,-5843,4959
-39,-17438,-5680,4971
-33,-14314,-6709,5149
