Q1,Q2,Q3,Q4
9,9,9,9
2609,2609,2609,2609
4158,4158,4158,4158
3419,3419,3419,3419
3172,3172,3172,3172
2925,2925,2925,2925
2543,2543,2543,2543
2359,2359,2359,2359
2044,2044,2044,2044
1802,1802,1802,1802
1560,1560,1560,1560
1337,1337,1337,1337
1174,1174,1174,1174
1000,1000,1000,1000
819,819,819,819
656,656,656,656
510,510,510,510
373,373,373,373
253,253,253,253
111,111,111,111
-20,-20,-20,-20
-116,-116,-116,-116
-222,-222,-222,-222
-315,-315,-315,-315
-387,-387,-387,-387
-474,-474,-474,-474
-553,-553,-553,-553
-614,-614,-614,-614
-640,-640,-640,-640
-652,-652,-652,-652
-702,-702,-702,-702
-733,-733,-733,-733
-733,-733,-733,-733
-756,-756,-756,-756
-797,-797,-797,-797
-833,-833,-833,-833
-851,-851,-851,-851
-848,-848,-848,-848
-852,-852,-852,-852
-868,-868,-868,-868
-877,-877,-877,-877
-893,-893,-893,-893
-907,-907,-907,-907
-911,-911,-911,-911
-917,-917,-917,-917
-889,-889,-889,-889
-848,-848,-848,-848
-848,-848,-848,-848
-826,-826,-826,-826
-752,-752,-752,-752
-712,-712,-712,-712
-704,-704,-704,-704
-668,-668,-668,-668
-643,-643,-643,-643
-624,-624,-624,-624
-582,-582,-582,-582
-557,-557,-557,-557
-550,-550,-550,-550
-545,-545,-545,-545
-530,-530,-530,-530
-512,-512,-512,-512
-522,-522,-522,-522
-535,-535,-535,-535
-498,-498,-498,-498
-464,-464,-464,-464
-456,-456,-456,-456
-411,-411,-411,-411
-373,-373,-373,-373
-347,-347,-347,-347
-297,-297,-297,-297
-272,-272,-272,-272
-253,-253,-253,-253
-232,-232,-232,-232
-232,-232,-232,-232
-221,-221,-221,-221
-223,-223,-223,-223
-227,-227,-227,-227
-200,-200,-200,-200
-194,-194,-194,-194
-216,-216,-216,-216
-224,-224,-224,-224
-222,-222,-222,-222
-205,-205,-205,-205
-174,-174,-174,-174
-167,-167,-167,-167
-160,-160,-160,-160
-148,-148,-148,-148
-148,-148,-148,-148
-134,-134,-134,-134
-141,-141,-141,-141
-162,-162,-162,-162
-161,-161,-161,-161
-170,-170,-170,-170
-168,-168,-168,-168
-140,-140,-140,-140
-144,-144,-144,-144
-157,-157,-157,-157
-167,-167,-167,-167
-180,-180,-180,-180
-143,-143,-143,-143
-112,-112,-112,-112
-116,-116,-116,-116
-97,-97,-97,-97
-101,-101,-101,-101
-119,-119,-119,-119
-98,-98,-98,-98
-88,-88,-88,-88
-90,-90,-90,-90
-75,-75,-75,-75
-40,-40,-40,-40
-11,-11,-11,-11
-17,-17,-17,-17
-8,-8,-8,-8
32,32,32,32
34,34,34,34
10,10,10,10
27,27,27,27
42,42,42,42
23,23,23,23
12,12,12,12
4,4,4,4
-14,-14,-14,-14
-30,-30,-30,-30
-22,-22,-22,-22
10,10,10,10
23,23,23,23
10,10,10,10
-1,-1,-1,-1
8,8,8,8
18,18,18,18
10,10,10,10
19,19,19,19
31,31,31,31
20,20,20,20
16,16,16,16
23,23,23,23
