Q1,Q2,Q3,Q4
0,-100,84,2
-1,-112,76,0
0,-36,66,2
0,58,60,3
1,68,51,8
0,-32,44,7
0,-150,36,5
0,-144,25,3
0,-34,16,1
0,10,6,0
0,-57,-3,-1
-1,-125,-12,-3
0,-151,-20,-2
0,-147,-29,-1
0,-120,-37,0
0,-135,-48,0
-1,-191,-59,1
0,-195,-71,-2
-1,-151,-80,-3
0,-120,-90,-1
1,-118,-99,-5
0,-173,-105,-3
1,-220,-109,2
-1,-198,-108,4
0,-169,-110,2
0,-156,-116,-1
0,-175,-123,-5
0,-244,-133,-2
0,-315,-137,-3
0,-330,-138,-5
0,-274,-142,-1
0,-237,-144,-2
1,-302,-142,0
1,-410,-136,1
0,-461,-132,-6
-1,-418,-128,-4
0,-365,-123,0
0,-381,-124,2
-1,-457,-121,2
-1,-500,-117,2
0,-449,-112,7
0,-362,-107,7
0,-281,-100,4
0,-244,-95,4
1,-263,-93,5
1,-269,-88,7
0,-216,-82,0
0,-111,-74,-4
0,-12,-65,-6
0,51,-56,-7
1,107,-46,-7
0,175,-39,-5
0,257,-34,-6
0,340,-31,-7
0,402,-24,-4
0,453,-15,-5
0,521,-10,-6
1,615,-5,-5
0,708,5,-3
0,765,13,-5
0,783,23,-7
-1,789,30,-5
0,811,36,-4
1,846,48,-1
0,879,63,-3
0,932,80,5
0,987,101,20
0,987,109,18
0,941,114,17
1,894,120,15
0,839,120,13
1,749,120,10
0,639,117,4
-1,572,115,0
0,573,114,-5
0,585,107,-3
0,512,101,-2
1,374,97,-3
0,245,93,-5
0,162,90,-5
0,102,90,-2
0,26,92,-2
0,-37,88,-4
0,-40,85,-6
0,-55,80,-6
0,-154,76,-6
0,-280,73,-7
-1,-354,69,-9
0,-368,67,-7
0,-368,61,-5
0,-379,58,-3
0,-401,54,-1
-1,-409,49,2
0,-405,48,4
0,-418,45,3
0,-446,43,3
0,-448,40,0
0,-412,35,-3
0,-372,33,0
1,-352,30,1
-1,-326,27,1
0,-282,22,0
0,-253,16,4
-1,-264,7,5
-1,-292,-1,6
0,-274,-8,2
0,-201,-10,0
1,-129,-11,-2
0,-109,-16,-3
0,-148,-23,1
1,-203,-30,6
0,-199,-36,8
-1,-161,-40,7
0,-133,-45,5
