Q1,Q2,Q3,Q4
-16,-520,2632,327
-36,-570,2630,305
-27,-526,2872,276
-29,-540,3338,252
-29,-564,3881,228
-36,-611,4286,196
-34,-696,4445,167
-39,-739,4388,131
-46,-814,4266,94
-48,-864,4245,45
-48,-923,4353,-2
-58,-965,4579,-45
-65,-1037,4794,-95
-69,-1159,4804,-141
-71,-1228,4549,-202
-63,-1278,4038,-258
-64,-1319,3319,-319
-70,-1347,2541,-383
-81,-1418,1849,-446
-83,-1433,1276,-516
-85,-1469,809,-588
-95,-1472,330,-665
-107,-1482,-249,-744
-99,-1475,-904,-824
-92,-1477,-1589,-901
-91,-1451,-2195,-978
-93,-1349,-2633,-1041
-91,-1299,-2887,-1098
-88,-1179,-2951,-1156
-87,-1103,-2875,-1206
-76,-983,-2741,-1264
-69,-865,-2580,-1317
-68,-748,-2398,-1372
-69,-608,-2147,-1414
-66,-477,-1816,-1464
-67,-298,-1396,-1514
-71,-236,-922,-1550
-77,-87,-484,-1590
-80,21,-88,-1626
-87,164,284,-1663
-97,317,629,-1693
-92,413,1005,-1713
-84,576,1403,-1725
-69,621,1774,-1747
-60,676,2092,-1762
-67,617,2277,-1778
-64,719,2307,-1792
-70,784,2195,-1805
-80,847,2003,-1820
-89,863,1795,-1834
-93,739,1635,-1846
-95,625,1521,-1845
-100,503,1381,-1843
-100,496,1170,-1840
-100,494,826,-1833
-96,530,366,-1806
-94,450,-137,-1792
-92,302,-623,-1758
-95,157,-1030,-1722
-97,45,-1312,-1687
-92,54,-1489,-1639
-92,137,-1603,-1602
-105,161,-1707,-1561
-110,198,-1905,-1525
-117,107,-2225,-1490
-116,60,-2593,-1464
-116,88,-2950,-1432
-109,218,-3181,-1396
-105,377,-3232,-1368
-109,541,-3162,-1338
-98,596,-2998,-1312
-91,649,-2813,-1277
-82,735,-2710,-1235
-80,800,-2689,-1191
-77,1021,-2735,-1135
-74,1182,-2793,-1071
-66,1308,-2762,-1014
-54,1417,-2583,-953
-50,1506,-2283,-877
-48,1527,-1930,-808
-35,1615,-1593,-738
-32,1712,-1359,-673
-21,1792,-1210,-602
-14,1960,-1132,-533
-12,2054,-1076,-482
-7,2067,-975,-419
-7,2161,-805,-357
-6,2206,-589,-298
-3,2332,-379,-241
1,2533,-250,-192
4,2615,-245,-140
12,2378,-341,-85
6,2001,-469,-39
4,1590,-598,17
4,1469,-685,66
3,1591,-722,117
14,1563,-743,159
18,1320,-752,209
6,842,-785,260
4,273,-816,299
-3,-163,-824,340
-13,-328,-787,372
-13,-407,-680,403
-8,-393,-507,424
-13,-524,-314,451
-27,-910,-136,480
-26,-1302,18,498
-32,-1546,181,512
-40,-1629,343,524
-49,-1492,525,524
-55,-1333,749,528
-60,-1240,988,545
-74,-1194,1232,557
-84,-1189,1430,568
-85,-1231,1571,572
-85,-1101,1648,566
-93,-848,1694,558
-111,-500,1724,547
-129,-112,1772,529
-125,138,1832,512
-133,252,1883,492
-138,332,1916,477
-135,431,1919,470
-150,567,1901,454
-168,840,1852,435
-179,1087,1808,410
-178,1241,1783,383
-185,1273,1820,344
-195,1144,1913,305
-197,960,1996,277
-203,911,2089,249
-201,904,2183,232
-201,896,2226,215
-201,832,2263,201
-196,669,2286,195
-205,432,2230,198
-204,201,2188,215
-198,-48,2182,230
-193,-214,2189,244
-193,-282,2264,251
-199,-345,2348,260
-210,-425,2396,269
-210,-511,2464,289
-213,-587,2592,311
-210,-644,2750,326
-206,-639,2943,346
-208,-640,3185,360
-205,-543,3441,378
-210,-385,3702,396
-208,-222,3957,423
-209,-82,4167,445
-216,6,4335,460
-216,76,4457,474
-208,173,4481,490
-202,324,4430,509
-193,457,4286,539
-187,628,3987,572
-179,755,3567,612
-185,806,3019,658
-188,773,2355,695
-191,681,1681,749
-198,580,1016,791
-200,432,403,833
-197,437,-102,876
-195,448,-527,920
-206,397,-902,966
-205,204,-1257,1009
-207,-138,-1641,1062
-205,-455,-2021,1112
-208,-666,-2332,1161
-207,-704,-2545,1204
-208,-749,-2584,1245
-217,-784,-2463,1285
-212,-948,-2222,1326
-215,-1187,-1894,1355
-217,-1388,-1544,1388
-218,-1542,-1209,1414
-225,-1527,-914,1441
-229,-1410,-629,1469
-238,-1284,-322,1496
-247,-1238,28,1529
-268,-1258,459,1563
-278,-1338,921,1597
-285,-1325,1371,1622
-292,-1206,1756,1644
-293,-1056,2019,1657
-295,-897,2165,1661
-299,-759,2207,1668
-303,-690,2170,1677
-303,-660,2083,1680
-310,-704,1981,1670
-304,-718,1858,1657
-295,-610,1715,1661
-297,-402,1525,1647
-290,-241,1260,1633
-288,-191,939,1619
-289,-228,575,1606
-281,-299,209,1600
-272,-295,-144,1595
-274,-276,-472,1584
-280,-139,-756,1564
-275,-54,-1001,1550
-273,-1,-1203,1543
-264,-64,-1373,1533
-267,-171,-1517,1521
-258,-195,-1599,1508
-258,-191,-1616,1479
-255,-32,-1543,1449
-249,43,-1414,1407
-250,78,-1236,1367
-249,95,-1040,1319
-245,51,-841,1263
-233,107,-621,1212
-229,111,-431,1158
-221,208,-312,1108
-214,284,-288,1049
-206,359,-333,990
-204,399,-461,917
-203,321,-611,842
-201,402,-743,773
-194,425,-874,713
-183,512,-983,650
-180,514,-1126,579
-170,502,-1333,501
-159,570,-1600,430
-162,618,-1944,351
-163,674,-2315,279
-163,614,-2640,222
-162,622,-2862,158
-165,534,-2955,89
-155,588,-2919,17
-148,603,-2832,-48
-147,538,-2729,-105
-147,586,-2642,-168
-143,476,-2579,-228
-153,424,-2491,-296
-157,365,-2351,-358
-155,332,-2132,-417
-167,343,-1828,-472
-168,445,-1473,-522
-177,453,-1125,-583
-183,426,-812,-624
-191,503,-584,-678
-188,483,-418,-722
-189,520,-271,-764
-192,623,-113,-818
-189,718,78,-869
-194,851,287,-920
-194,1015,472,-961
-193,1026,597,-1004
-196,1036,634,-1044
-202,1112,597,-1092
-205,1181,539,-1127
-208,1284,475,-1144
-218,1419,463,-1164
-225,1556,526,-1191
-231,1592,621,-1210
-231,1575,711,-1224
-231,1483,723,-1239
-233,1453,630,-1254
-231,1528,480,-1268
-233,1628,301,-1292
-233,1718,175,-1309
-227,1710,160,-1325
-220,1680,236,-1343
-223,1557,398,-1360
-223,1460,575,-1385
-217,1506,689,-1410
-222,1640,730,-1425
-227,1840,697,-1441
-236,1948,652,-1459
-240,1849,673,-1478
-240,1774,806,-1504
-238,1819,1066,-1513
-230,1942,1406,-1520
-229,2209,1739,-1526
-223,2291,2013,-1527
-212,1972,2164,-1541
-207,1546,2150,-1557
-198,1246,2014,-1565
-201,1065,1830,-1562
-202,1039,1695,-1565
-200,989,1710,-1578
-210,777,1847,-1582
-216,528,2056,-1584
-225,90,2268,-1589
-233,-374,2392,-1595
-239,-629,2403,-1593
-235,-760,2287,-1593
-236,-816,2092,-1602
-235,-826,1859,-1614
-241,-941,1691,-1621
-245,-1122,1667,-1625
-256,-1241,1809,-1639
-257,-1405,2062,-1644
-267,-1419,2363,-1640
-280,-1236,2616,-1638
-279,-1038,2757,-1622
-288,-832,2783,-1604
-285,-664,2696,-1594
-287,-612,2605,-1584
-287,-536,2595,-1575
-292,-361,2720,-1552
-302,-140,3031,-1535
-301,159,3454,-1516
-310,438,3853,-1501
-319,593,4151,-1486
-326,748,4215,-1476
-330,844,4011,-1462
-328,851,3536,-1437
-337,905,2815,-1416
-343,990,1969,-1387
-349,1000,1149,-1359
-360,990,490,-1332
-365,938,59,-1309
-368,851,-149,-1290
-377,781,-263,-1274
-384,615,-383,-1251
-394,360,-648,-1226
-405,184,-1114,-1200
-408,81,-1738,-1182
-413,-27,-2419,-1174
-418,-68,-2972,-1164
-419,-244,-3242,-1159
-420,-426,-3140,-1159
-423,-564,-2708,-1149
-423,-726,-2101,-1144
-424,-744,-1507,-1131
-427,-625,-1080,-1116
-439,-492,-879,-1105
-450,-424,-854,-1090
-462,-356,-898,-1084
-472,-353,-864,-1080
-477,-248,-625,-1082
-473,-73,-140,-1095
-472,76,528,-1098
-477,284,1228,-1102
-469,443,1782,-1105
-466,514,2085,-1117
-465,518,2113,-1135
-462,522,1925,-1139
-460,505,1629,-1149
-456,486,1330,-1166
-450,453,1124,-1186
-456,343,1033,-1206
-463,225,1021,-1229
-461,9,1017,-1254
-453,-264,931,-1292
-451,-527,710,-1329
-452,-743,359,-1367
-450,-963,-80,-1393
-450,-1211,-529,-1417
-449,-1423,-935,-1434
-444,-1682,-1257,-1431
-441,-1918,-1455,-1436
-441,-2100,-1554,-1437
-445,-2281,-1572,-1435
-448,-2366,-1533,-1428
-455,-2360,-1471,-1412
-460,-2371,-1403,-1402
-460,-2272,-1329,-1389
-460,-2120,-1220,-1368
-453,-1921,-1098,-1340
-462,-1654,-962,-1309
-461,-1397,-803,-1279
-463,-1118,-614,-1258
-467,-782,-407,-1238
-459,-454,-223,-1205
-448,-114,-110,-1174
-444,312,-78,-1137
-437,668,-148,-1100
-430,978,-306,-1066
-427,1240,-516,-1022
-430,1408,-770,-979
-428,1613,-1035,-941
-420,1801,-1294,-898
-417,1990,-1545,-861
-416,2125,-1797,-822
-420,2190,-2071,-786
-425,2193,-2400,-759
-426,2003,-2768,-724
-419,1888,-3111,-700
-421,1713,-3394,-670
-429,1636,-3578,-652
-439,1573,-3641,-622
