Q1,Q2,Q3,Q4
-132,-132,-132,-132
-221,-221,-221,-221
-160,-160,-160,-160
-173,-173,-173,-173
-171,-171,-171,-171
-188,-188,-188,-188
-184,-184,-184,-184
-202,-202,-202,-202
-196,-196,-196,-196
-183,-183,-183,-183
-144,-144,-144,-144
-108,-108,-108,-108
-97,-97,-97,-97
-96,-96,-96,-96
-97,-97,-97,-97
-119,-119,-119,-119
-85,-85,-85,-85
-38,-38,-38,-38
-61,-61,-61,-61
-82,-82,-82,-82
-79,-79,-79,-79
-77,-77,-77,-77
-59,-59,-59,-59
-92,-92,-92,-92
-116,-116,-116,-116
-74,-74,-74,-74
-73,-73,-73,-73
-79,-79,-79,-79
-98,-98,-98,-98
-68,-68,-68,-68
-49,-49,-49,-49
-65,-65,-65,-65
-75,-75,-75,-75
-51,-51,-51,-51
-23,-23,-23,-23
-17,-17,-17,-17
-31,-31,-31,-31
-11,-11,-11,-11
-10,-10,-10,-10
-13,-13,-13,-13
10,10,10,10
-36,-36,-36,-36
-22,-22,-22,-22
-31,-31,-31,-31
-26,-26,-26,-26
-16,-16,-16,-16
-28,-28,-28,-28
4,4,4,4
-31,-31,-31,-31
-8,-8,-8,-8
15,15,15,15
20,20,20,20
76,76,76,76
57,57,57,57
39,39,39,39
47,47,47,47
52,52,52,52
58,58,58,58
20,20,20,20
-10,-10,-10,-10
12,12,12,12
2,2,2,2
-24,-24,-24,-24
-13,-13,-13,-13
-37,-37,-37,-37
-9,-9,-9,-9
-9,-9,-9,-9
5,5,5,5
6,6,6,6
-38,-38,-38,-38
-25,-25,-25,-25
6,6,6,6
34,34,34,34
51,51,51,51
89,89,89,89
67,67,67,67
39,39,39,39
6,6,6,6
36,36,36,36
56,56,56,56
82,82,82,82
82,82,82,82
47,47,47,47
74,74,74,74
35,35,35,35
25,25,25,25
37,37,37,37
4,4,4,4
-4,-4,-4,-4
15,15,15,15
32,32,32,32
54,54,54,54
64,64,64,64
40,40,40,40
56,56,56,56
46,46,46,46
52,52,52,52
67,67,67,67
31,31,31,31
56,56,56,56
24,24,24,24
3,3,3,3
-10,-10,-10,-10
-26,-26,-26,-26
-38,-38,-38,-38
8,8,8,8
17,17,17,17
2,2,2,2
2,2,2,2
21,21,21,21
27,27,27,27
-2,-2,-2,-2
11,11,11,11
52,52,52,52
120,120,120,120
121,121,121,121
112,112,112,112
65,65,65,65
94,94,94,94
99,99,99,99
152,152,152,152
155,155,155,155
98,98,98,98
140,140,140,140
134,134,134,134
133,133,133,133
