amp,freq
16,3200.0
7,3200.0
14,1066.6666666666667
11,2000.0
6,2000.0
16,2000.0
21,2000.0
23,2000.0
34,2000.0
33,2000.0
17,2000.0
18,2000.0
20,2000.0
25,2000.0
17,2000.0
16,2000.0
40,2000.0
50,2000.0
45,2000.0
39,2000.0
55,2000.0
44,2000.0
39,2000.0
39,2000.0
27,2000.0
24,2000.0
33,2000.0
40,2000.0
36,2000.0
22,2000.0
28,2000.0
34,2000.0
1,114.28571428571429
17,114.28571428571429
30,114.28571428571429
36,114.28571428571429
36,114.28571428571429
30,114.28571428571429
14,114.28571428571429
14,114.28571428571429
11,114.28571428571429
0,390.2439024390244
10,390.2439024390244
2,1777.7777777777778
8,1777.7777777777778
11,2666.6666666666665
23,2000.0
10,2666.6666666666665
10,2666.6666666666665
11,2285.714285714286
8,2285.714285714286
11,2285.714285714286
20,2285.714285714286
18,2285.714285714286
10,2285.714285714286
24,551.7241379310345
20,2285.714285714286
20,2000.0
6,2000.0
7,2000.0
15,2000.0
22,2000.0
38,2000.0
41,2000.0
37,2000.0
36,2000.0
38,2000.0
30,2000.0
26,2000.0
26,2000.0
33,235.2941176470588
34,235.2941176470588
7,235.2941176470588
3,2666.6666666666665
2,8000.0
25,8000.0
33,8000.0
41,8000.0
54,8000.0
39,8000.0
5,457.14285714285717
6,457.14285714285717
9,457.14285714285717
2,2000.0
5,2000.0
2,4000.0
9,4000.0
19,1333.3333333333333
18,2666.6666666666665
14,3200.0
3,3200.0
8,3200.0
4,5333.333333333333
20,2666.6666666666665
12,4000.0
16,4000.0
20,2666.6666666666665
20,5333.333333333333
19,1333.3333333333333
5,1000.0
8,1000.0
8,2285.714285714286
16,2666.6666666666665
16,5333.333333333333
15,5333.333333333333
27,3200.0
22,2000.0
16,3200.0
19,5333.333333333333
19,4000.0
9,1333.3333333333333
9,5333.333333333333
9,8000.0
9,5333.333333333333
9,5333.333333333333
20,5333.333333333333
26,5333.333333333333
30,5333.333333333333
20,5333.333333333333
9,5333.333333333333
6,5333.333333333333
5,5333.333333333333
2,313.72549019607845
4,313.72549019607845
2,2666.6666666666665
3,8000.0
6,3200.0
10,1230.7692307692307
12,3200.0
3,3200.0
10,1777.7777777777778
10,2666.6666666666665
8,5333.333333333333
1,4000.0
3,4000.0
10,2000.0
26,1230.7692307692307
27,5333.333333333333
36,2285.714285714286
23,4000.0
23,4000.0
11,5333.333333333333
19,2285.714285714286
19,2285.714285714286
16,3200.0
14,2666.6666666666665
30,1777.7777777777778
25,1454.5454545454545
24,2666.6666666666665
28,2285.714285714286
25,5333.333333333333
28,2666.6666666666665
26,8000.0
21,4000.0
24,1777.7777777777778
28,2285.714285714286
27,3200.0
25,1777.7777777777778
38,2285.714285714286
32,2000.0
22,2000.0
9,5333.333333333333
8,3200.0
7,3200.0
11,3200.0
15,3200.0
14,3200.0
21,3200.0
38,3200.0
36,3200.0
45,3200.0
44,3200.0
44,3200.0
36,3200.0
35,3200.0
26,3200.0
17,3200.0
17,3200.0
14,3200.0
23,3200.0
20,3200.0
17,3200.0
20,3200.0
19,3200.0
22,3200.0
0,136.75213675213675
4,136.75213675213675
9,2666.6666666666665
12,2285.714285714286
21,941.1764705882352
4,2666.6666666666665
2,5333.333333333333
5,5333.333333333333
4,5333.333333333333
28,1777.7777777777778
21,1600.0
21,5333.333333333333
23,2666.6666666666665
22,4000.0
29,3200.0
9,1333.3333333333333
4,5333.333333333333
4,5333.333333333333
6,3200.0
4,3200.0
3,3200.0
8,1230.7692307692307
15,1230.7692307692307
19,1230.7692307692307
11,1230.7692307692307
19,1230.7692307692307
25,1230.7692307692307
2,421.05263157894734
22,421.05263157894734
26,421.05263157894734
28,421.05263157894734
32,421.05263157894734
26,421.05263157894734
15,421.05263157894734
2,444.44444444444446
5,444.44444444444446
4,2666.6666666666665
4,2666.6666666666665
14,2666.6666666666665
9,2666.6666666666665
23,2666.6666666666665
18,2666.6666666666665
18,2666.6666666666665
24,2666.6666666666665
37,2666.6666666666665
36,2666.6666666666665
21,2666.6666666666665
16,2666.6666666666665
1,301.8867924528302
10,301.8867924528302
1,2666.6666666666665
11,2666.6666666666665
11,2666.6666666666665
2,1600.0
11,1600.0
15,1600.0
14,1600.0
0,1333.3333333333333
9,2285.714285714286
8,2285.714285714286
1,1600.0
4,1600.0
13,2285.714285714286
8,2285.714285714286
9,5333.333333333333
16,5333.333333333333
17,5333.333333333333
2,1230.7692307692307
14,1230.7692307692307
3,1777.7777777777778
16,1777.7777777777778
16,1777.7777777777778
2,1230.7692307692307
13,1230.7692307692307
14,1230.7692307692307
12,1230.7692307692307
4,1230.7692307692307
1,800.0
1,5333.333333333333
7,5333.333333333333
18,5333.333333333333
30,5333.333333333333
27,5333.333333333333
23,5333.333333333333
16,5333.333333333333
18,5333.333333333333
36,5333.333333333333
30,5333.333333333333
26,5333.333333333333
34,5333.333333333333
32,5333.333333333333
32,5333.333333333333
34,5333.333333333333
27,5333.333333333333
25,5333.333333333333
29,5333.333333333333
29,5333.333333333333
30,5333.333333333333
27,5333.333333333333
29,5333.333333333333
19,5333.333333333333
18,5333.333333333333
20,5333.333333333333
24,5333.333333333333
22,5333.333333333333
24,5333.333333333333
8,5333.333333333333
21,5333.333333333333
10,5333.333333333333
10,5333.333333333333
7,105.26315789473684
15,2000.0
17,4000.0
28,1230.7692307692307
24,2666.6666666666665
27,4000.0
21,3200.0
31,5333.333333333333
32,2666.6666666666665
30,3200.0
